,x_rv,y_rv,y_rv_err,x_astrometry,y_ra,y_dec,y_ra_err,y_dec_err
0,100.0,-4.510157930937049,0.3,108.0,-0.00018150248155188628,0.00030410371918551454,6e-05,6e-05
1,101.0,-4.985537872092612,0.3,126.0,-0.00018768412869995895,0.000345996072518564,6e-05,6e-05
2,102.0,-4.4456229745253815,0.3,144.0,-0.00013150305345577783,0.0003616248709983587,6e-05,6e-05
3,103.0,-4.654845479893184,0.3,162.0,-0.0002293468540696942,0.00036324449677227407,6e-05,6e-05
4,104.0,-5.081107562938124,0.3,180.0,-4.5452493168827564e-05,0.00019334700184638702,6e-05,6e-05
5,105.0,-4.807736429029867,0.3,198.0,-8.142804639231244e-05,0.000307523933488891,6e-05,6e-05
6,106.0,-4.655350326622143,0.3,216.0,2.8300565290555722e-05,0.00025147498575321615,6e-05,6e-05
7,107.0,-4.351063958036969,0.3,234.0,-0.00010521477648073344,0.00028750848789051224,6e-05,6e-05
8,108.0,-4.431460696410549,0.3,252.0,-0.00010365650317744113,0.0003620794307537692,6e-05,6e-05
9,109.0,-4.664484028235615,0.3,270.0,2.0345356296100204e-05,0.00032117713156427436,6e-05,6e-05
10,110.0,-5.184889067868682,0.3,288.0,-6.746282740114293e-05,0.0003093058883813186,6e-05,6e-05
11,111.0,-4.593548668672014,0.3,306.0,-3.0303763556721286e-05,0.000366661967192166,6e-05,6e-05
12,112.0,-4.262471519978423,0.3,324.0,-9.539048758004228e-05,0.000396380006288415,6e-05,6e-05
13,113.0,-4.656824829882474,0.3,342.0,-0.00011180448773352253,0.00040511978078168985,6e-05,6e-05
14,114.0,-4.790938325249957,0.3,360.0,-5.872788479528915e-05,0.00038995664918919817,6e-05,6e-05
15,115.0,-4.358211349553039,0.3,378.0,-1.893060958330033e-05,0.0003735900822185871,6e-05,6e-05
16,116.0,-4.0713278147023875,0.3,396.0,-0.00011378785505825169,0.00041207711870855823,6e-05,6e-05
17,117.0,-4.557721331865657,0.3,414.0,-6.254520654446201e-06,0.00038026699935525017,6e-05,6e-05
18,118.0,-5.149200120999301,0.3,432.0,-1.3363660515972084e-05,0.00031084437861776974,6e-05,6e-05
19,119.0,-4.1940984743095955,0.3,450.0,5.420758802308569e-05,0.0003321939623124129,6e-05,6e-05
20,120.0,-4.4793424393559444,0.3,468.0,2.088340696785038e-05,0.00026024788914831093,6e-05,6e-05
21,121.0,-4.283592576976194,0.3,486.0,2.1624736848754547e-05,0.0003379646128227665,6e-05,6e-05
22,122.0,-4.632598155970603,0.3,504.0,7.820261839462623e-05,0.00027916829423067313,6e-05,6e-05
23,123.0,-4.632252100967153,0.3,522.0,0.00014143868505398728,0.0004022723037605502,6e-05,6e-05
24,124.0,-4.398801322984824,0.3,540.0,0.0001671542826077237,0.0003142335765314707,6e-05,6e-05
25,125.0,-4.525896095257543,0.3,558.0,0.00018006418658225465,0.00018231533904947394,6e-05,6e-05
26,126.0,-4.433273198021281,0.3,576.0,0.0001282167415218475,0.0003968785297922279,6e-05,6e-05
27,127.0,-3.672395187863596,0.3,594.0,0.00012445935705464192,0.0002869958306649151,6e-05,6e-05
28,128.0,-3.891907072547757,0.3,612.0,0.00010339398805280669,0.00034811268336293826,6e-05,6e-05
29,129.0,-4.536312767441492,0.3,630.0,0.00018155192589733974,0.00021561187179221176,6e-05,6e-05
30,130.0,-4.7675359819662395,0.3,648.0,0.0002294946958405672,0.00029465704234251516,6e-05,6e-05
31,131.0,-4.648926359567027,0.3,666.0,0.0002895060851559297,0.00019717625854427586,6e-05,6e-05
32,132.0,-4.383126445279367,0.3,684.0,0.0002400373120849298,0.00026719909934608103,6e-05,6e-05
33,133.0,-4.32564349733091,0.3,702.0,0.0002286788299931993,0.000248908064481404,6e-05,6e-05
34,134.0,-3.9574475306413306,0.3,720.0,0.0002115259421331399,0.00025241774489133764,6e-05,6e-05
35,135.0,-4.160187719215463,0.3,738.0,0.000408344293704702,0.0002785498530099678,6e-05,6e-05
36,136.0,-4.686386834228273,0.3,756.0,0.00025693943421057513,0.00025327268232406885,6e-05,6e-05
37,137.0,-4.491670877061803,0.3,774.0,0.000289476237047922,0.0002308331450418204,6e-05,6e-05
38,138.0,-4.34657449834348,0.3,792.0,0.00030623836642069274,0.000295815758418731,6e-05,6e-05
39,139.0,-4.035206535311911,0.3,810.0,0.0002612708639239358,0.00021434348821983522,6e-05,6e-05
40,140.0,-4.183107949765035,0.3,828.0,0.0002612825098758076,0.0003149012681345223,6e-05,6e-05
41,141.0,-4.427997982604971,0.3,846.0,0.0002447057516256692,0.00023716901713006046,6e-05,6e-05
42,142.0,-4.318718185112147,0.3,864.0,0.0002563249809862939,0.00032275864278292127,6e-05,6e-05
43,143.0,-4.840532135745136,0.3,882.0,0.0003837859398985938,0.0001956160649624545,6e-05,6e-05
44,144.0,-4.329635408900081,0.3,900.0,0.00032668155076316966,0.00023021353102790093,6e-05,6e-05
45,145.0,-4.023362098230642,0.3,918.0,0.00043391695898832545,0.00012360727826176085,6e-05,6e-05
