,x_rv,y_rv,y_rv_err,x_astrometry,y_ra,y_dec,y_ra_err,y_dec_err
0,100.0,-4.830699046554308,0.3,108.0,-0.00010789352596923472,0.0003119161193804786,6e-05,6e-05
1,101.0,-4.819587642131469,0.3,144.0,-0.00014708736716025466,0.0002529174932432559,6e-05,6e-05
2,102.0,-4.921429704283777,0.3,180.0,-5.400876588272508e-05,0.00029965476076189126,6e-05,6e-05
3,103.0,-4.439914246752477,0.3,216.0,-7.584284848445477e-05,0.0004593746062458423,6e-05,6e-05
4,104.0,-4.4335907247072734,0.3,252.0,-0.00014312894090911618,0.0004638212126343473,6e-05,6e-05
5,105.0,-4.832934127777051,0.3,288.0,-0.00011022430987903212,0.00032281324833978816,6e-05,6e-05
6,106.0,-4.278106855190855,0.3,324.0,2.3645189471397964e-05,0.00026686942906676815,6e-05,6e-05
7,107.0,-4.851614199962904,0.3,360.0,9.039108069997954e-05,0.00029053973708086724,6e-05,6e-05
8,108.0,-4.793161814639099,0.3,396.0,0.00011680513391603278,0.00034088942703900847,6e-05,6e-05
9,109.0,-5.007848417554417,0.3,432.0,-4.792858534843967e-05,0.00032099486456820567,6e-05,6e-05
10,110.0,-4.460418590084072,0.3,468.0,0.00017617377371204475,0.00023789731158410093,6e-05,6e-05
11,111.0,-4.529545372619658,0.3,504.0,0.0001491544964939978,0.00022905356537091036,6e-05,6e-05
12,112.0,-5.0995216812662205,0.3,540.0,2.395757328925243e-05,0.00028558783953450427,6e-05,6e-05
13,113.0,-4.247043450429409,0.3,576.0,0.000188392542680202,0.00011052872130450114,6e-05,6e-05
14,114.0,-4.465676110204531,0.3,612.0,0.0001562660983069072,0.00025476344994833746,6e-05,6e-05
15,115.0,-4.888504972356664,0.3,648.0,0.00014399008941840235,0.0003120368543313423,6e-05,6e-05
16,116.0,-5.286737707785683,0.3,684.0,0.00021293597087816612,0.00023037085453222157,6e-05,6e-05
17,117.0,-4.491102556733114,0.3,720.0,0.0002196196707498306,0.0002830167730205631,6e-05,6e-05
18,118.0,-4.922399931812092,0.3,756.0,0.0003200165520154218,0.00023368637879831667,6e-05,6e-05
19,119.0,-5.072222473490361,0.3,792.0,0.0002023781693652121,0.00010110577314281961,6e-05,6e-05
20,120.0,-4.358707767923108,0.3,828.0,0.0003256377221651102,0.0001782284315407017,6e-05,6e-05
21,121.0,-4.602449276017922,0.3,864.0,0.0002526068580539954,0.00021313726735845391,6e-05,6e-05
22,122.0,-4.905943218582114,0.3,900.0,0.0003890812851727361,0.0001411171080120621,6e-05,6e-05
23,123.0,-4.14103350836032,0.3,936.0,0.00037761859881986585,9.652683397993622e-05,6e-05,6e-05
24,124.0,-4.80367958852466,0.3,972.0,0.0004383750014830157,0.00010559381142736758,6e-05,6e-05
25,125.0,-4.562298103117436,0.3,1008.0,0.00048807887414644487,0.0001603280894192041,6e-05,6e-05
26,126.0,-4.702496835067734,0.3,1044.0,0.000432849958610082,0.00012861133438921718,6e-05,6e-05
27,127.0,-4.416654152922726,0.3,1080.0,0.00038230025747348456,0.00010434262023587316,6e-05,6e-05
28,128.0,-4.527788874365931,0.3,1116.0,0.0003200920129363833,3.750173661732025e-05,6e-05,6e-05
29,129.0,-4.405370301305233,0.3,1152.0,0.0005013825053834803,5.658200117949091e-05,6e-05,6e-05
30,130.0,-4.361022372092139,0.3,1188.0,0.0005170867023070407,6.948258105666822e-05,6e-05,6e-05
31,131.0,-4.449432968883066,0.3,1224.0,0.00047659787884315997,-3.579736809597195e-05,6e-05,6e-05
32,132.0,-4.273286788875789,0.3,1260.0,0.00044220912217972906,-6.198675807274667e-05,6e-05,6e-05
33,133.0,-4.822825323880064,0.3,1296.0,0.0004878411213361367,-3.108912548451538e-05,6e-05,6e-05
34,134.0,-4.475340465134584,0.3,1332.0,0.0005102132700778134,3.4761689223529175e-05,6e-05,6e-05
35,135.0,-4.246369887369583,0.3,1368.0,0.00047400008411452814,5.479002753387305e-05,6e-05,6e-05
36,136.0,-4.36250757242537,0.3,1404.0,0.0005017414230731726,-3.771959212814409e-05,6e-05,6e-05
37,137.0,-5.009365147388566,0.3,1440.0,0.0004111222092060736,-4.149453305887563e-05,6e-05,6e-05
38,138.0,-4.394972549023024,0.3,1476.0,0.0004911426690607139,-9.60654596530959e-05,6e-05,6e-05
39,139.0,-4.672065890722181,0.3,1512.0,0.0005153531810903164,-0.000244595072277308,6e-05,6e-05
40,140.0,-4.847860380941796,0.3,1548.0,0.0005111721874914632,-0.00021021260866264197,6e-05,6e-05
41,141.0,-4.121237762675496,0.3,1584.0,0.00044744048222400493,-0.0001677883480470226,6e-05,6e-05
42,142.0,-4.153782244985724,0.3,1620.0,0.000532089221191201,-0.00018927415756004386,6e-05,6e-05
43,143.0,-4.506077834473628,0.3,1656.0,0.0002871116757006895,-9.62551690135441e-05,6e-05,6e-05
44,144.0,-4.573078784885527,0.3,1692.0,0.0004136050635852011,-0.00015676782186078658,6e-05,6e-05
45,145.0,-4.445723586041416,0.3,1728.0,0.0003369991189416974,-0.00024910951473144943,6e-05,6e-05
46,146.0,-4.348832490960351,0.3,1764.0,0.00040020842857644185,-0.00019346221711481694,6e-05,6e-05
47,147.0,-4.366413253523297,0.3,1800.0,0.00048173941059848004,-0.00032056761347618425,6e-05,6e-05
48,148.0,-3.931106669330274,0.3,1836.0,0.00030978818018955416,-0.000266584473512607,6e-05,6e-05
49,149.0,-4.534910803509908,0.3,1872.0,0.0003861988604767099,-0.00033996437828352527,6e-05,6e-05
50,150.0,-4.3774586169776,0.3,1908.0,0.0003470918280348261,-0.0002161921252285823,6e-05,6e-05
51,151.0,-4.152762857964735,0.3,1944.0,0.0002873471959352688,-0.0004258554078227869,6e-05,6e-05
52,152.0,-4.565623245765293,0.3,1980.0,0.00034844841383433107,-0.0003580996950763195,6e-05,6e-05
53,153.0,-4.797428211225474,0.3,2016.0,0.0002986141892718887,-0.0004171473327981815,6e-05,6e-05
54,154.0,-4.127208214944086,0.3,2052.0,0.00040597856319870987,-0.00029130125649208397,6e-05,6e-05
55,155.0,-3.8501525227141853,0.3,2088.0,0.0003262367272503971,-0.0002251345528288626,6e-05,6e-05
56,156.0,-4.257006346382842,0.3,2124.0,0.00026939216143205964,-0.00035789038803886084,6e-05,6e-05
57,157.0,-3.7997514245360833,0.3,2160.0,0.0002080660712805837,-0.0003553493695254739,6e-05,6e-05
58,158.0,-4.073903880764865,0.3,2196.0,0.0002336781397636068,-0.0001792679012680679,6e-05,6e-05
59,159.0,-4.163189280522653,0.3,2232.0,0.00023631128287707082,-0.00030886584347414466,6e-05,6e-05
60,160.0,-3.7218079519736094,0.3,2268.0,0.00017477586185941362,-0.00042541232726509915,6e-05,6e-05
61,161.0,-4.088292246931485,0.3,2304.0,0.00020519116685060486,-0.0004018591654366145,6e-05,6e-05
62,162.0,-4.099055057740104,0.3,2340.0,9.516626598908962e-05,-0.00036180777872810746,6e-05,6e-05
63,163.0,-4.284624667551839,0.3,2376.0,9.590892695672491e-05,-0.00036168964801913835,6e-05,6e-05
64,164.0,-3.5963569883163102,0.3,2412.0,9.175682275999335e-05,-0.0003205823129274457,6e-05,6e-05
65,165.0,-3.9954119769563805,0.3,2448.0,0.00010911796654761947,-0.00029195543966593007,6e-05,6e-05
66,166.0,-4.78749357393018,0.3,2484.0,-2.0001409988717794e-06,-0.0003653414894747543,6e-05,6e-05
67,167.0,-3.996164467796479,0.3,2520.0,3.545624400170981e-05,-0.0004052974818438168,6e-05,6e-05
68,168.0,-4.105103834961325,0.3,2556.0,-6.17680547027687e-05,-0.0003394531168213027,6e-05,6e-05
69,169.0,-3.798357290383266,0.3,2592.0,-0.00013708528827977706,-0.0003152497559705779,6e-05,6e-05
70,170.0,-3.7320800707633732,0.3,2628.0,-5.1260742856172375e-05,-0.0004010837349456645,6e-05,6e-05
71,171.0,-4.084421220776556,0.3,2664.0,-0.00019086842106008157,-0.00033958811223315917,6e-05,6e-05
72,172.0,-4.277320217533041,0.3,2700.0,-9.609043570517437e-05,-0.0003799041045450148,6e-05,6e-05
73,173.0,-4.206507727191831,0.3,2736.0,-0.00011007759071278393,-0.0002908166190045688,6e-05,6e-05
74,174.0,-4.819457184354891,0.3,2772.0,-0.00012920222159545138,-0.00028940376822373195,6e-05,6e-05
75,175.0,-4.331819059380924,0.3,2808.0,-0.00014239071380013195,-0.00032655716834084994,6e-05,6e-05
76,176.0,-4.085218330658018,0.3,2844.0,-0.0003205699004085225,-0.0003385836165529237,6e-05,6e-05
77,177.0,-4.072514931915908,0.3,2880.0,-0.0003268734985352183,-0.00023156041772387232,6e-05,6e-05
78,178.0,-3.7004690156542925,0.3,2916.0,-0.00023006196868635522,-0.00033069636993993676,6e-05,6e-05
79,179.0,-4.005028149895574,0.3,2952.0,-0.0002774870560629224,-0.0002912200994676253,6e-05,6e-05
80,360.0,-1.3746516368321668,0.3,2988.0,-0.00028661951163825737,-0.00039594130288999084,6e-05,6e-05
81,361.0,-1.292294390296373,0.3,3024.0,-0.00033108847271147933,-0.00020670321560723427,6e-05,6e-05
82,362.0,-0.5960941879236255,0.3,3060.0,-0.0002654374508644132,-0.0003138249556005207,6e-05,6e-05
83,363.0,-1.3256630753251135,0.3,3096.0,-0.0003213100737430728,-0.0002520176832224704,6e-05,6e-05
