,x_rv,y_rv,y_rv_err,x_astrometry,y_ra,y_dec,y_ra_err,y_dec_err
0,100.0,-5.099106922994956,0.3,108.0,-0.00019256722785599393,0.00023991498039002533,6e-05,6e-05
1,101.0,-4.81380327605102,0.3,126.0,-0.00030582600905874717,0.00032182594337903345,6e-05,6e-05
2,102.0,-4.699841268545036,0.3,144.0,-9.694414514381796e-05,0.00037621457897097363,6e-05,6e-05
3,103.0,-4.7209432574610934,0.3,162.0,-3.58492180732785e-05,0.00023068951860581897,6e-05,6e-05
4,104.0,-5.165363365097988,0.3,180.0,-0.00020589868309471291,0.0001453898635848371,6e-05,6e-05
5,105.0,-4.999423529541942,0.3,198.0,-0.00015412549308177725,0.00031495207722196284,6e-05,6e-05
6,106.0,-4.635388903862437,0.3,216.0,-6.59680532496704e-05,0.00033782080518626143,6e-05,6e-05
7,107.0,-4.334457940363468,0.3,234.0,-0.00012881604096808748,0.0003124044427540944,6e-05,6e-05
8,108.0,-4.972726778295151,0.3,252.0,-0.00011934696858455587,0.0003075205300647469,6e-05,6e-05
9,109.0,-4.727153014977393,0.3,270.0,-0.0002283903841431115,0.0002776641333773136,6e-05,6e-05
10,110.0,-5.141328704145927,0.3,288.0,6.243450306732509e-06,0.000258631312923823,6e-05,6e-05
11,111.0,-4.271339859905891,0.3,306.0,-0.00011310760999502402,0.00037963532056747504,6e-05,6e-05
12,112.0,-4.673267201288156,0.3,324.0,-3.636869057772081e-05,0.00033741532106809614,6e-05,6e-05
13,113.0,-4.462090147709729,0.3,342.0,-2.2378271465370702e-05,0.0003981719827751642,6e-05,6e-05
14,114.0,-4.76566280538392,0.3,360.0,2.2629829957148868e-05,0.00031974347022248686,6e-05,6e-05
15,115.0,-4.838299929906523,0.3,378.0,-0.00013129938992824662,0.0002376095413014471,6e-05,6e-05
16,116.0,-4.587548381780122,0.3,396.0,-4.578894180868054e-05,0.0003265763650738701,6e-05,6e-05
17,117.0,-3.767456447282518,0.3,414.0,2.065297606813645e-05,0.0002600945819603679,6e-05,6e-05
18,118.0,-4.2988615497365705,0.3,432.0,2.7903107711722947e-05,0.0003590869284235785,6e-05,6e-05
19,119.0,-4.205533025446811,0.3,450.0,2.9402877169641915e-05,0.0002991181894783987,6e-05,6e-05
20,120.0,-4.830665878598462,0.3,468.0,2.8923395269946203e-05,0.0003848211145441448,6e-05,6e-05
21,121.0,-4.152147873313594,0.3,486.0,8.0392089621433e-05,0.00018335735404221616,6e-05,6e-05
22,122.0,-4.583850781497489,0.3,504.0,0.0001517184983809264,0.0004076341733446051,6e-05,6e-05
23,123.0,-4.049862428033892,0.3,522.0,7.74561080448905e-05,0.00024119051121673188,6e-05,6e-05
24,124.0,-4.502641410400492,0.3,540.0,7.590723537302641e-05,0.00018810330360726299,6e-05,6e-05
25,125.0,-4.35173876796159,0.3,558.0,9.318702666583523e-05,0.0004277798327755671,6e-05,6e-05
26,126.0,-4.6466674544052475,0.3,576.0,0.00012057163194410384,0.00030203347105890174,6e-05,6e-05
27,127.0,-4.357135526024798,0.3,594.0,7.242653597909486e-05,0.0002808860188187327,6e-05,6e-05
28,128.0,-4.57934321084141,0.3,612.0,8.234268237217747e-05,0.0001854488166219963,6e-05,6e-05
29,129.0,-4.753326398559282,0.3,630.0,0.00018081533370763254,0.0002879462673754733,6e-05,6e-05
30,130.0,-4.394168819916667,0.3,648.0,0.0002598772540705269,0.00019384575780201255,6e-05,6e-05
31,131.0,-4.028451247853286,0.3,666.0,0.00019788553865599383,0.00032859109803451555,6e-05,6e-05
32,132.0,-4.631620145517015,0.3,684.0,0.0002693094949725998,0.00024662423173559434,6e-05,6e-05
33,133.0,-4.353191891943998,0.3,702.0,0.0003431513104781368,0.0003658779236942078,6e-05,6e-05
34,134.0,-4.261623902233959,0.3,720.0,0.00018118905944012535,0.00017201553920025367,6e-05,6e-05
35,135.0,-4.9508533434287205,0.3,738.0,0.00022710288452374176,0.0002803264633970886,6e-05,6e-05
36,136.0,-4.4987655906891115,0.3,756.0,0.00019553357363981353,0.00020933460734960131,6e-05,6e-05
37,137.0,-4.281525558522,0.3,774.0,0.0002748328918856637,0.00021023605560583847,6e-05,6e-05
38,138.0,-4.4402156700168876,0.3,792.0,0.00019283421148575097,0.00021370879768108363,6e-05,6e-05
39,139.0,-4.134079472409984,0.3,810.0,0.000302035723472123,0.0001825278473091435,6e-05,6e-05
40,140.0,-4.938829530025714,0.3,828.0,0.0003376312531224271,0.00012526574722218143,6e-05,6e-05
41,141.0,-4.555157330129475,0.3,846.0,0.0003489962557395342,0.00016408739985320327,6e-05,6e-05
42,142.0,-4.0995025167429935,0.3,864.0,0.00038338024370920517,0.00028082017454154635,6e-05,6e-05
43,143.0,-4.331264140881161,0.3,882.0,0.0002856675487776205,0.0001969261944737589,6e-05,6e-05
44,144.0,-4.397242457243628,0.3,900.0,0.0003227021134607306,0.00022070383341646382,6e-05,6e-05
45,145.0,-4.235519283772832,0.3,918.0,0.000364222062916952,0.00025833375448535,6e-05,6e-05
46,146.0,-3.8040692051138194,0.3,936.0,0.00038314990406060004,0.00023075196094231282,6e-05,6e-05
47,147.0,-4.826365087061931,0.3,954.0,0.0005467670720075035,2.084673515254299e-05,6e-05,6e-05
48,148.0,-3.985348734231803,0.3,972.0,0.0003873367508542593,0.00015972168903936158,6e-05,6e-05
49,149.0,-4.048456369953908,0.3,990.0,0.00036297925313145155,0.00010678133211222237,6e-05,6e-05
50,150.0,-4.160381552207269,0.3,1008.0,0.0004105045439671716,5.835654295274217e-05,6e-05,6e-05
