,x_rv,y_rv,y_rv_err,x_astrometry,y_ra,y_dec,y_ra_err,y_dec_err
0,3690.0,-8.636871650996065,0.3,108.0,-0.00016509847871482854,0.0002834660068637145,6e-05,6e-05
1,3691.0,-9.545863535300622,0.3,126.0,-0.0001794884062170993,0.0004110892318263519,6e-05,6e-05
2,3692.0,-8.792319818982765,0.3,144.0,-0.00020477335009223542,0.0003698200625894241,6e-05,6e-05
3,3693.0,-8.755525010029263,0.3,162.0,-4.519471461891523e-05,0.0004711700825523596,6e-05,6e-05
4,3694.0,-9.123682031168673,0.3,180.0,-0.0001552399616033887,0.0003229065480381885,6e-05,6e-05
5,3695.0,-8.121608382573804,0.3,198.0,-2.186190811378858e-05,0.000332618810834882,6e-05,6e-05
6,3696.0,-8.64171821389806,0.3,216.0,-6.58063034953955e-05,0.0003239194829007323,6e-05,6e-05
7,3697.0,-8.692522044545472,0.3,234.0,-5.390540566257559e-05,0.00034605512461088986,6e-05,6e-05
8,3698.0,-8.616747371372163,0.3,252.0,-4.148171527769882e-05,0.0004295417591669139,6e-05,6e-05
9,3699.0,-9.139934278128864,0.3,270.0,-5.02394153080552e-05,0.0002353411889212097,6e-05,6e-05
10,3700.0,-9.323246384750457,0.3,288.0,-0.00010444906255053344,0.000388817598625467,6e-05,6e-05
11,3701.0,-9.009344391490917,0.3,306.0,-4.879740344483258e-05,0.0003292969745528613,6e-05,6e-05
12,3702.0,-8.428824725064665,0.3,324.0,-0.00012624948129936453,0.00032234829107350045,6e-05,6e-05
13,3703.0,-8.66991225137705,0.3,342.0,-3.024203347954469e-06,0.00020833105079844197,6e-05,6e-05
14,3704.0,-8.994482108591749,0.3,360.0,-5.728216375145084e-05,0.000326319195204747,6e-05,6e-05
15,3705.0,-9.151036857279914,0.3,378.0,-8.125334900856832e-06,0.0004134344797464667,6e-05,6e-05
16,3706.0,-8.772794987629359,0.3,396.0,3.411224701287604e-05,0.0003065746763250958,6e-05,6e-05
17,3707.0,-9.42095338799512,0.3,414.0,5.692725012296738e-05,0.000343669657205897,6e-05,6e-05
18,3708.0,-9.067962729600778,0.3,432.0,-9.408667454437929e-05,0.0002498704118034216,6e-05,6e-05
19,3709.0,-9.431412237381348,0.3,450.0,5.20831171316156e-05,0.0004221722125171501,6e-05,6e-05
20,3710.0,-8.903488399672645,0.3,468.0,2.8324411493937376e-05,0.0003215555925239961,6e-05,6e-05
21,3711.0,-8.759411885781228,0.3,486.0,1.2344549685704671e-05,0.00028009359011417506,6e-05,6e-05
