,x_rv,y_rv,y_rv_err,x_astrometry,y_ra,y_dec,y_ra_err,y_dec_err
0,3672.0,-8.618993307412383,0.3,108.0,-8.444599473237958e-05,0.0004455970947598141,6e-05,6e-05
1,3673.0,-7.711440794410325,0.3,144.0,4.329198929578299e-05,0.00037774710404645494,6e-05,6e-05
2,3674.0,-8.185268836033506,0.3,180.0,-3.3312267118064046e-06,0.00038907890250874325,6e-05,6e-05
3,3675.0,-7.8603958472235345,0.3,216.0,0.00010044053506298615,0.0004944225241110405,6e-05,6e-05
4,3676.0,-7.779616905432864,0.3,252.0,0.00017197928855679557,0.0003241586185144949,6e-05,6e-05
5,3677.0,-8.456677434916049,0.3,288.0,0.00018946393162318922,0.0002565172706479853,6e-05,6e-05
6,3678.0,-8.254097290885884,0.3,324.0,0.0001971655769464062,0.00035544926259156403,6e-05,6e-05
7,3679.0,-8.312725063382809,0.3,360.0,7.74031396299485e-05,0.0003297776145248888,6e-05,6e-05
8,3680.0,-8.007380880775324,0.3,396.0,0.0001773611755344435,0.00041307298702525277,6e-05,6e-05
9,3681.0,-7.937505955151031,0.3,432.0,0.00017338319741772018,0.0003596320411073189,6e-05,6e-05
10,3682.0,-7.908003866125388,0.3,468.0,0.0002644356272311284,0.00043635017835808184,6e-05,6e-05
11,3683.0,-8.438167743398468,0.3,504.0,0.00032613675259880954,0.0004054728482760512,6e-05,6e-05
12,3684.0,-8.756595552814014,0.3,540.0,0.0002902070850034769,0.00027686109192586725,6e-05,6e-05
13,3685.0,-8.595404903463285,0.3,576.0,0.00041115728744793145,0.00018777276059593544,6e-05,6e-05
14,3686.0,-8.87545040295017,0.3,612.0,0.0004670798595064127,0.0003016681365347117,6e-05,6e-05
15,3687.0,-8.416692354235577,0.3,648.0,0.0005036847293321464,0.00017363520795562977,6e-05,6e-05
16,3688.0,-7.819767634344332,0.3,684.0,0.00045126244728565634,0.00035406478082702025,6e-05,6e-05
17,3689.0,-8.052784659948573,0.3,720.0,0.0004538579307108338,0.00022347122339392214,6e-05,6e-05
18,3690.0,-8.19616314580238,0.3,756.0,0.000556815379989432,0.0002544450743572503,6e-05,6e-05
19,3691.0,-7.908387906289772,0.3,792.0,0.0005740690205656377,0.00021569682600514146,6e-05,6e-05
20,3692.0,-8.193968256934435,0.3,828.0,0.0006495521989669862,0.0003440996444323516,6e-05,6e-05
21,3693.0,-8.448119655636892,0.3,864.0,0.0005046939393544536,0.00017664766825395802,6e-05,6e-05
22,3694.0,-8.876212348435411,0.3,900.0,0.0006694598461819467,0.00014353911544801677,6e-05,6e-05
23,3695.0,-8.542458273926782,0.3,936.0,0.0006521555184322314,0.00017952935490903445,6e-05,6e-05
24,3696.0,-7.890644794248489,0.3,972.0,0.0005956025368676885,0.0001049817483383935,6e-05,6e-05
25,3697.0,-8.31699084861712,0.3,1008.0,0.0007433638251590715,5.6854384650061655e-05,6e-05,6e-05
26,3698.0,-8.447151055158889,0.3,1044.0,0.0008036670925797141,1.564617030017825e-05,6e-05,6e-05
27,3699.0,-8.394925925291531,0.3,1080.0,0.0006583444104171271,5.20751614193148e-05,6e-05,6e-05
28,3700.0,-8.465786320755136,0.3,1116.0,0.0008154467290971889,1.9182764897132304e-05,6e-05,6e-05
29,3701.0,-8.992100143943567,0.3,1152.0,0.000584039899583111,7.742617526026606e-05,6e-05,6e-05
30,3702.0,-7.91892613857257,0.3,1188.0,0.0006720656130158946,3.515575639761713e-05,6e-05,6e-05
31,3703.0,-7.884784177509664,0.3,1224.0,0.0007418404304933371,2.6304054907661423e-05,6e-05,6e-05
32,3704.0,-8.230528870587037,0.3,1260.0,0.0007880374998274292,8.550391448435005e-06,6e-05,6e-05
33,3705.0,-8.216785351247276,0.3,1296.0,0.0006562555260814448,-0.00018395651236402874,6e-05,6e-05
34,3706.0,-8.903030162597501,0.3,1332.0,0.0007478112260088297,-0.00012065650286905032,6e-05,6e-05
35,3707.0,-8.248407636834257,0.3,1368.0,0.0008997994291311527,-0.00011366857897068508,6e-05,6e-05
36,3708.0,-8.381460988158478,0.3,1404.0,0.000667602109019388,-0.00016703569683820376,6e-05,6e-05
37,3709.0,-8.066411808460273,0.3,1440.0,0.0006802721563747852,-0.0001174489865537541,6e-05,6e-05
38,3710.0,-8.394894881122681,0.3,1476.0,0.0007728852470420734,-0.00012336971660525047,6e-05,6e-05
39,3711.0,-7.983939295112132,0.3,1512.0,0.0007790831169936363,-0.00021737901495809641,6e-05,6e-05
40,3712.0,-8.371690406650286,0.3,1548.0,0.0006563852740927366,-0.0001542141306243103,6e-05,6e-05
41,3713.0,-8.61631064831716,0.3,1584.0,0.0006837514284107715,-0.00023998961786211216,6e-05,6e-05
42,3714.0,-8.228273980250531,0.3,1620.0,0.0007195196412680122,-0.00024499567483310294,6e-05,6e-05
43,3715.0,-7.8785967619495745,0.3,1656.0,0.0006155830277159303,-0.00027294348164166876,6e-05,6e-05
44,3716.0,-8.043287896769815,0.3,1692.0,0.0006743166432294067,-0.0002936663281084723,6e-05,6e-05
45,3717.0,-8.345089698444152,0.3,1728.0,0.0006293905741169001,-0.00036656795500939035,6e-05,6e-05
46,3718.0,-8.178477435562053,0.3,1764.0,0.0005875926819321354,-0.0003354141043529624,6e-05,6e-05
47,3719.0,-8.647002871945388,0.3,1800.0,0.000582725702968282,-0.00023704332538113668,6e-05,6e-05
48,3720.0,-7.823092891822812,0.3,1836.0,0.0005526662261607852,-0.0004086853057325526,6e-05,6e-05
